"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"0500000US37183","Wake County, North Carolina","1112883","null","*****","*****",
"0500000US37185","Warren County, North Carolina","18889","null","*****","*****",
"0500000US37187","Washington County, North Carolina","11183","null","*****","*****",
"0500000US37189","Watauga County, North Carolina","54077","null","*****","*****",
"0500000US37191","Wayne County, North Carolina","117692","null","*****","*****",
"0500000US37193","Wilkes County, North Carolina","66335","null","*****","*****",
"0500000US37195","Wilson County, North Carolina","78844","null","*****","*****",
"0500000US37197","Yadkin County, North Carolina","37198","null","*****","*****",
"0500000US37199","Yancey County, North Carolina","18357","null","*****","*****",
"0500000US38001","Adams County, North Dakota","2237","null","*****","*****",
"0500000US38003","Barnes County, North Dakota","10869","null","*****","*****",
"0500000US38005","Benson County, North Dakota","6090","null","*****","*****",
"0500000US38007","Billings County, North Dakota","839","null","104","null",
"0500000US38009","Bottineau County, North Dakota","6442","null","*****","*****",
"0500000US38011","Bowman County, North Dakota","3024","null","*****","*****",
"0500000US38013","Burke County, North Dakota","2177","null","*****","*****",
"0500000US38015","Burleigh County, North Dakota","97895","null","*****","*****",
"0500000US38017","Cass County, North Dakota","182992","null","*****","*****",
"0500000US38019","Cavalier County, North Dakota","3725","null","*****","*****",
"0500000US38021","Dickey County, North Dakota","5013","null","*****","*****",
"0500000US38023","Divide County, North Dakota","2196","null","*****","*****",
"0500000US38025","Dunn County, North Dakota","4054","null","*****","*****",
"0500000US38027","Eddy County, North Dakota","2378","null","*****","*****",
"0500000US38029","Emmons County, North Dakota","3316","null","*****","*****",
"0500000US38031","Foster County, North Dakota","3396","null","*****","*****",
"0500000US38033","Golden Valley County, North Dakota","1812","null","114","null",
"0500000US38035","Grand Forks County, North Dakota","73101","null","*****","*****",
"0500000US38037","Grant County, North Dakota","2351","null","*****","*****",
"0500000US38039","Griggs County, North Dakota","2242","null","136","null",
"0500000US38041","Hettinger County, North Dakota","2502","null","*****","*****",
"0500000US38043","Kidder County, North Dakota","2397","null","*****","*****",
"0500000US38045","LaMoure County, North Dakota","4173","null","150","null",
"0500000US38047","Logan County, North Dakota","1814","null","150","null",
"0500000US38049","McHenry County, North Dakota","5420","null","*****","*****",
"0500000US38051","McIntosh County, North Dakota","2568","null","*****","*****",
"0500000US38053","McKenzie County, North Dakota","13762","null","*****","*****",
"0500000US38055","McLean County, North Dakota","9788","null","*****","*****",
"0500000US38057","Mercer County, North Dakota","8405","null","*****","*****",
"0500000US38059","Morton County, North Dakota","32916","null","*****","*****",
"0500000US38061","Mountrail County, North Dakota","9717","null","*****","*****",
"0500000US38063","Nelson County, North Dakota","3035","null","*****","*****",
"0500000US38065","Oliver County, North Dakota","1850","null","109","null",
"0500000US38067","Pembina County, North Dakota","6912","null","*****","*****",
"0500000US38069","Pierce County, North Dakota","4038","null","*****","*****",
"0500000US38071","Ramsey County, North Dakota","11638","null","*****","*****",
"0500000US38073","Ransom County, North Dakota","5679","null","*****","*****",
"0500000US38075","Renville County, North Dakota","2328","null","*****","*****",
"0500000US38077","Richland County, North Dakota","16546","null","*****","*****",
"0500000US38079","Rolette County, North Dakota","12508","null","*****","*****",
"0500000US38081","Sargent County, North Dakota","3839","null","*****","*****",
"0500000US38083","Sheridan County, North Dakota","1328","null","109","null",
"0500000US38085","Sioux County, North Dakota","3993","null","*****","*****",
"0500000US38087","Slope County, North Dakota","775","null","83","null",
"0500000US38089","Stark County, North Dakota","32710","null","*****","*****",
"0500000US38091","Steele County, North Dakota","1870","null","136","null",
"0500000US38093","Stutsman County, North Dakota","21678","null","*****","*****",
"0500000US38095","Towner County, North Dakota","2190","null","*****","*****",
"0500000US38097","Traill County, North Dakota","8008","null","*****","*****",
"0500000US38099","Walsh County, North Dakota","10631","null","*****","*****",
"0500000US38101","Ward County, North Dakota","69686","null","*****","*****",
"0500000US38103","Wells County, North Dakota","4031","null","*****","*****",
"0500000US38105","Williams County, North Dakota","38460","null","*****","*****",
"0500000US39001","Adams County, Ohio","27564","null","*****","*****",
"0500000US39003","Allen County, Ohio","102462","null","*****","*****",
"0500000US39005","Ashland County, Ohio","52658","null","*****","*****",
"0500000US39007","Ashtabula County, Ohio","97869","null","*****","*****",
"0500000US39009","Athens County, Ohio","62933","null","*****","*****",
"0500000US39011","Auglaize County, Ohio","46282","null","*****","*****",
"0500000US39013","Belmont County, Ohio","67077","null","*****","*****",
"0500000US39015","Brown County, Ohio","43694","null","*****","*****",
"0500000US39017","Butler County, Ohio","387830","null","*****","*****",
"0500000US39019","Carroll County, Ohio","26866","null","*****","*****",
"0500000US39021","Champaign County, Ohio","38678","null","*****","*****",
"0500000US39023","Clark County, Ohio","136032","null","*****","*****",
"0500000US39025","Clermont County, Ohio","207650","null","*****","*****",
"0500000US39027","Clinton County, Ohio","42046","null","*****","*****",
"0500000US39029","Columbiana County, Ohio","102331","null","*****","*****",
"0500000US39031","Coshocton County, Ohio","36621","null","*****","*****",
"0500000US39033","Crawford County, Ohio","41939","null","*****","*****",
"0500000US39035","Cuyahoga County, Ohio","1263667","null","*****","*****",
"0500000US39037","Darke County, Ohio","51839","null","*****","*****",
"0500000US39039","Defiance County, Ohio","38329","null","*****","*****",
"0500000US39041","Delaware County, Ohio","211121","null","*****","*****",
"0500000US39043","Erie County, Ohio","75560","null","*****","*****",
"0500000US39045","Fairfield County, Ohio","157622","null","*****","*****",
"0500000US39047","Fayette County, Ohio","28897","null","*****","*****",
"0500000US39049","Franklin County, Ohio","1313598","null","*****","*****",
"0500000US39051","Fulton County, Ohio","42709","null","*****","*****",
"0500000US39053","Gallia County, Ohio","29369","null","*****","*****",
"0500000US39055","Geauga County, Ohio","95408","null","*****","*****",
"0500000US39057","Greene County, Ohio","167043","null","*****","*****",
"0500000US39059","Guernsey County, Ohio","38542","null","*****","*****",
"0500000US39061","Hamilton County, Ohio","826790","null","*****","*****",
"0500000US39063","Hancock County, Ohio","75139","null","*****","*****",
"0500000US39065","Hardin County, Ohio","30738","null","*****","*****",
"0500000US39067","Harrison County, Ohio","14623","null","*****","*****",
"0500000US39069","Henry County, Ohio","27618","null","*****","*****",
"0500000US39071","Highland County, Ohio","43162","null","*****","*****",
"0500000US39073","Hocking County, Ohio","28180","null","*****","*****",
"0500000US39075","Holmes County, Ohio","44166","null","*****","*****",
"0500000US39077","Huron County, Ohio","58583","null","*****","*****",
"0500000US39079","Jackson County, Ohio","32531","null","*****","*****",
"0500000US39081","Jefferson County, Ohio","65620","null","*****","*****",
"0500000US39083","Knox County, Ohio","62399","null","*****","*****",
"0500000US39085","Lake County, Ohio","232202","null","*****","*****",
"0500000US39087","Lawrence County, Ohio","58570","null","*****","*****",
"0500000US39089","Licking County, Ohio","177454","null","*****","*****",
"0500000US39091","Logan County, Ohio","45997","null","*****","*****",
"0500000US39093","Lorain County, Ohio","311737","null","*****","*****",
"0500000US39095","Lucas County, Ohio","431212","null","*****","*****",
"0500000US39097","Madison County, Ohio","43947","null","*****","*****",
"0500000US39099","Mahoning County, Ohio","229044","null","*****","*****",
"0500000US39101","Marion County, Ohio","65515","null","*****","*****",
"0500000US39103","Medina County, Ohio","181448","null","*****","*****",
"0500000US39105","Meigs County, Ohio","22361","null","*****","*****",
"0500000US39107","Mercer County, Ohio","42154","null","*****","*****",
"0500000US39109","Miami County, Ohio","107899","null","*****","*****",
"0500000US39111","Monroe County, Ohio","13514","null","*****","*****",
"0500000US39113","Montgomery County, Ohio","536136","null","*****","*****",
"0500000US39115","Morgan County, Ohio","13955","null","*****","*****",
"0500000US39117","Morrow County, Ohio","34892","null","*****","*****",
"0500000US39119","Muskingum County, Ohio","86346","null","*****","*****",
"0500000US39121","Noble County, Ohio","14166","null","*****","*****",
"0500000US39123","Ottawa County, Ohio","40479","null","*****","*****",
"0500000US39125","Paulding County, Ohio","18858","null","*****","*****",
"0500000US39127","Perry County, Ohio","35439","null","*****","*****",
"0500000US39129","Pickaway County, Ohio","58458","null","*****","*****",
"0500000US39131","Pike County, Ohio","27271","null","*****","*****",
"0500000US39133","Portage County, Ohio","161897","null","*****","*****",
"0500000US39135","Preble County, Ohio","41027","null","*****","*****",
"0500000US39137","Putnam County, Ohio","34395","null","*****","*****",
"0500000US39139","Richland County, Ohio","124504","null","*****","*****",
"0500000US39141","Ross County, Ohio","77205","null","*****","*****",
"0500000US39143","Sandusky County, Ohio","59013","null","*****","*****",
"0500000US39145","Scioto County, Ohio","74392","null","*****","*****",
"0500000US39147","Seneca County, Ohio","55166","null","*****","*****",
"0500000US39149","Shelby County, Ohio","48307","null","*****","*****",
"0500000US39151","Stark County, Ohio","374712","null","*****","*****",
"0500000US39153","Summit County, Ohio","540567","null","*****","*****",
"0500000US39155","Trumbull County, Ohio","202199","null","*****","*****",
"0500000US39157","Tuscarawas County, Ohio","93025","null","*****","*****",
